,id,name,gu,dong,address,lat,lng,note
0,102431,미켈란107빌딩,강남구,삼성,대한민국 서울특별시 강남구 봉은사로,37.51489453645569,127.06044017296423,개방
1,102551,삼성생명대치타워,강남구,대치,대한민국 서울특별시 강남구 테헤란로,37.50556234809761,127.0535691308521,개방
2,102552,성원개발,강남구,대치,대한민국 서울특별시 강남구 대치2동,37.506904591683366,127.06127596936894,개방
3,102487,동도상가,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.52828255489711,127.03783778733565,개방
4,102488,동서상가,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.528008509687865,127.03887285526778,개방
5,102543,야구회관,강남구,도곡,대한민국 서울특별시 강남구 도곡1동,37.488367063104704,127.03266165526172,개
6,102544,성담빌딩,강남구,삼성,대한민국 서울특별시 강남구,37.505775830204655,127.05077016291712,개방
7,102549,프레스티지빌딩,강남구,역삼,대한민국 서울특별시 강남구,37.49490728139182,127.03038553419248,개방
8,102461,개포출장소,강남구,개포,대한민국 서울특별시 강남구 개포동,37.48802677901673,127.07372276899306,개방
9,102511,수서동주민센터,강남구,수서,대한민국 서울특별시 강남구,37.48896448719328,127.10502854474568,개방
10,102512,세곡동주민센터,강남구,세곡,대한민국 서울특별시 강남구 밤고개로,37.46917499615443,127.1069290374612,개방
11,102462,개포2동주민센터,강남구,개포,대한민국 서울특별시 강남구 개포로,37.48984640077694,127.0691393716819,개방
12,102554,개포우성3차상가,강남구,개포,대한민국 서울특별시 강남구 개포로,37.48405150422919,127.05609356877764,개방
13,102563,강남구보건소,강남구,삼성,대한민국 서울특별시 강남구,37.51599470156191,127.05213338926649,개방
14,102564,신사동주민센터,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.52400555329855,127.02282429883748,개방
15,A00657,일원까치공원화장실,강남구,일원,대한민국 서울특별시 강남구,37.49209818970116,127.08821752609772,공중
16,A00659,대모산자연공원1화장실,강남구,일원,대한민국 서울특별시 강남구,37.47846419191126,127.07355811036447,공중
17,A00653,예지공원화장실,강남구,개포,대한민국 서울특별시 강남구,37.49198374233325,127.07319124991128,공중
18,A00649,탄천공원화장실,강남구,수서,대한민국 서울특별시 강남구,37.48743023323888,127.10634281013093,공중
